FirstName,LastName,ExitDate,Supervisor,ADEmail,TerminationType,TerminationDescription,JobFunctionDescription,Employee ID
Jacoby,Singleton,44751,Glenda Wilson,jacoby.singleton@bilearner.com,Voluntary,Over almost sport stay.,Coordinator,1611
Kara,Yates,44979,Bailey Richards,kara.yates@bilearner.com,Retirement,Foreign truth concern break ground.,Lineman,1612
Beau,Barron,44044,Taylor Cruz,beau.barron@bilearner.com,Voluntary,Real public realize evening building middle.,Laborer,1613
Micheal,Drake,44462,Tammie Brown,micheal.drake@bilearner.com,Retirement,Letter happen cut.,Foreman,1619
Robert,Hubert,44954,Alicia Mendoza,robert.hubert@bilearner.com,Involuntary,That commercial east message peace.,Supervisor,1621
Matthew,Westinghouse,44642,Cynthia Goodwin,matthew.westinghouse@bilearner.com,Retirement,Television represent skill police.,Director,1622
Jason,Smith,45138,David Beard,jason.smith@bilearner.com,Voluntary,Stage pay south word speak.,Intern,1623
Charlie,Wang,45062,Maria Rivera,charlie.wang@bilearner.com,Resignation,Call certain industry out believe show.,Top Hand,1624
Katie,Roper,44355,William Green,katie.roper@bilearner.com,Resignation,To national third with give law live.,Technician,1626
Binh,Le,43783,Walter Thompson,binh.le@bilearner.com,Retirement,Evidence but adult coach claim minute simple.,Foreman,1628
Lucia,Peterson,45007,Robert Crawford,lucia.peterson@bilearner.com,Voluntary,Prevent sing be member democratic.,Engineer,1629
Nola,Moss,44859,David Wu,nola.moss@bilearner.com,Involuntary,Avoid no beat from interesting.,Foreman,1630
Chance,Braun,45126,Jessica Peters,chance.braun@bilearner.com,Voluntary,President site student thank community.,Executive Assistant,1631
Miley,French,43537,Sandra Gardner,miley.french@bilearner.com,Involuntary,Establish hotel up value property.,Laborer,1633
Kole,Levine,44878,Bethany Jackson,kole.levine@bilearner.com,Voluntary,Partner decide help quite whether market.,Administration,1634
Azul,Watkins,45026,Alexandra Harvey,azul.watkins@bilearner.com,Retirement,Upon south nice five reduce lose.,Safety,1635
Landen,Blanchard,43451,Donna Gomez,landen.blanchard@bilearner.com,Involuntary,Four look heavy by much.,Lineman,1636
Leroy,Norman,44033,Mr. Keith Smith DVM,leroy.norman@bilearner.com,Resignation,Rather which writer family.,Foreman,1637
Nikhil,Pineda,44860,Miss Andrea Robertson,nikhil.pineda@bilearner.com,Involuntary,Suggest point then however matter close her.,Accounting,1638
Kadence,Simon,44763,Robert Ford,kadence.simon@bilearner.com,Resignation,Prevent entire business ask meeting contain tree.,Technician,1639
Elliot,Phillips,44807,Christopher Meyer,elliot.phillips@bilearner.com,Voluntary,Item many international assume almost whole.,Field Project Manager,1640
Taniya,Daniels,45076,Daniel Cooke,taniya.daniels@bilearner.com,Voluntary,Shake war over young like anything order.,Laborer,1641
Julia,Jimenez,43827,Jennifer Davies,julia.jimenez@bilearner.com,Retirement,Nature here wrong why.,Project Manager,1642
Kamden,Paul,44187,Christopher King,kamden.paul@bilearner.com,Involuntary,Player when almost cultural.,Supervisor,1643
Octavio,Hicks,45013,Jasmine Mclaughlin,octavio.hicks@bilearner.com,Voluntary,Away painting appear six live radio.,Foreman,1644
Jaidyn,Malone,44862,Jennifer Briggs,jaidyn.malone@bilearner.com,Resignation,Be choice ever concern.,Engineer,1645
Cora,Perez,44323,Carol Morales,cora.perez@bilearner.com,Voluntary,Fight beautiful describe personal.,Engineer,1646
Isis,Ayala,44751,Johnny Parker,isis.ayala@bilearner.com,Involuntary,Book fill person size institution number attack.,Foreman,1647
Julie,Harrington,44105,Courtney Chang,julie.harrington@bilearner.com,Resignation,Past stand forget offer serious never.,Technician,1650
Amara,Wood,45067,Patricia Moore,amara.wood@bilearner.com,Involuntary,Offer hundred defense street draw glass thank.,Laborer,1651
Nevaeh,Ponce,44712,Tiffany Cantrell,nevaeh.ponce@bilearner.com,Resignation,Environment campaign left bar.,Driver,1652
Greta,Fields,43825,Alyssa Gutierrez,greta.fields@bilearner.com,Involuntary,Within amount each onto hair. Single hope threat.,Foreman,1653
Zackery,Hess,44523,Raymond Walsh,zackery.hess@bilearner.com,Resignation,Should three accept interesting these.,Administrative,1654
Joaquin,Hahn,44274,Keith Fleming,joaquin.hahn@bilearner.com,Involuntary,North rise until plan join.,Laborer,1659
Drake,Nicholson,44805,Whitney Miller,drake.nicholson@bilearner.com,Retirement,Tax five question.,Technician,1660
Fatima,Pennington,45019,Mrs. Jennifer Hughes,fatima.pennington@bilearner.com,Retirement,Economic its member focus growth.,Lineman,1663
Rose,Jordan,44542,Anita Brown,rose.jordan@bilearner.com,Involuntary,Position face whose and cut consider wide.,Coordinator,1671
Savanah,Prince,45086,Deborah White,savanah.prince@bilearner.com,Involuntary,Tax reduce by firm.,Laborer,1674
Dawson,Pollard,45032,Crystal Garcia,dawson.pollard@bilearner.com,Resignation,Simply class career vote.,Technician,1675
Soren,Coleman,44338,Barbara Boyd,soren.coleman@bilearner.com,Resignation,Republican threat song to rock.,Technician,1678
Sage,Morris,44665,Susan Barrett,sage.morris@bilearner.com,Voluntary,Hope notice white husband turn manage.,Project Manager,1679
Lillian,Steele,44120,Anthony Foster,lillian.steele@bilearner.com,Involuntary,Soon prove offer couple word science.,Laborer,1680
Deanna,Meza,45050,Jennifer Cook,deanna.meza@bilearner.com,Retirement,I western water easy practice dinner none.,Engineer,1681
Beckett,Shea,44767,Rebecca Davis,beckett.shea@bilearner.com,Voluntary,Heart lose care sort deal.,Lineman,1683
Eve,Barker,45138,Christopher Ayala,eve.barker@bilearner.com,Involuntary,Not budget never social yourself agreement.,Engineer,1684
Lillie,Wilkerson,43612,Jeremy Wright,lillie.wilkerson@bilearner.com,Retirement,Action whatever school machine fear.,Foreman,1685
Alexis,Harrell,44365,Jennifer Adams,alexis.harrell@bilearner.com,Retirement,Scientist become a become value cell policy.,Intern,1686
Elsa,Mckenzie,45128,James Black,elsa.mckenzie@bilearner.com,Voluntary,Together among marriage center evidence sure.,Mechanic,1688
Kolby,Reed,44826,Wendy Palmer,kolby.reed@bilearner.com,Retirement,Benefit available decade.,Technician,1689
Kyler,Morales,43672,Tracy Price,kyler.morales@bilearner.com,Voluntary,Alone education career how difficult worry.,Administrative,1690
Urijah,Brandt,44772,William Hutchinson,urijah.brandt@bilearner.com,Voluntary,Hundred nor last.,Engineer,1692
Malia,Reynolds,44345,Dennis Gardner,malia.reynolds@bilearner.com,Resignation,Make company education fish.,Foreman,1694
Claire,Gordon,44911,Jennifer Hernandez,claire.gordon@bilearner.com,Voluntary,Product key its something. Yourself pay anyone.,Specialist,1695
Mattie,Peters,45128,Melanie Campbell,mattie.peters@bilearner.com,Retirement,Soon color sit call certainly.,Foreman,1697
Makai,Nolan,44352,Deborah Beltran,makai.nolan@bilearner.com,Resignation,This cost difficult. Time meet should.,Engineer,1698
Trevon,Briggs,44792,Justin Jordan,trevon.briggs@bilearner.com,Voluntary,Picture recently military describe.,Manager,1699
Corey,Hurst,44933,Jacob Brown,corey.hurst@bilearner.com,Involuntary,Former huge figure enjoy all detail.,Flagger,1701
Lailah,Hughes,44982,Christopher Fisher,lailah.hughes@bilearner.com,Involuntary,Happen ability as term fish.,Supervisor,1706
Quentin,Calderon,45127,Charles Mcdonald,quentin.calderon@bilearner.com,Voluntary,Fly see experience age Republican.,Clerk,1707
Molly,Fischer,44338,Bonnie Smith,molly.fischer@bilearner.com,Involuntary,With turn maybe herself trouble.,Associate,1708
Anaya,Stanton,44882,Whitney Roberts,anaya.stanton@bilearner.com,Involuntary,Plant opportunity thank style.,Manager,1709
Jaden,Houston,43808,Paige Eaton DDS,jaden.houston@bilearner.com,Resignation,Threat day deep final personal alone picture.,Technician,1710
Lance,Bailey,44958,Johnny Stevens,lance.bailey@bilearner.com,Voluntary,Wrong how fund front foreign.,Laborer,1711
Reece,Callahan,44832,Monique Barnes,reece.callahan@bilearner.com,Involuntary,Learn will marriage interesting note the success.,Foreman,1715
Tyrell,Fuentes,44733,Steven Oliver,tyrell.fuentes@bilearner.com,Involuntary,Can conference couple similar anything.,Flagger,1716
Benjamin,Kaufman,44985,Vicki Delgado,benjamin.kaufman@bilearner.com,Retirement,Customer front detail bed say suddenly here.,Model Assistant,1717
Ayla,Mcgrath,45141,Daryl Swanson,ayla.mcgrath@bilearner.com,Involuntary,Someone situation else. Big statement else gas.,Driller,1718
Elliott,Odonnell,44875,Wendy Daniels,elliott.odonnell@bilearner.com,Retirement,Story get campaign affect at rule start.,Assistant,1721
Gideon,Saunders,44738,Nicole Taylor,gideon.saunders@bilearner.com,Retirement,Say operation national race.,Coordinator,1723
Valerie,Davis,44541,Amanda Shaw MD,valerie.davis@bilearner.com,Retirement,Their because nice party.,Coordinator,1724
Haylie,Arnold,44712,Leslie Tran,haylie.arnold@bilearner.com,Involuntary,Candidate fact event level several onto store.,Foreman,1727
Donna,Brill,44189,Michelle Henson,donna.brill@bilearner.com,Voluntary,Question kitchen gun find four wall heavy.,Foreman,1729
Erasumus,Monkfish,44600,Mark Smith,erasumus.monkfish@bilearner.com,Retirement,Artist organization great heart.,Engineer,1731
May,Roberson,44543,Samantha Hancock,may.roberson@bilearner.com,Voluntary,North position film eight. Movement dark turn.,Engineer,1732
Shana,Maurice,44168,Joshua Ward,shana.maurice@bilearner.com,Resignation,Head where have ground scene.,Laborer,1733
Rachael,Baczenski,44940,Cody Scott,rachael.baczenski@bilearner.com,Resignation,Along senior personal nature help crime.,Mechanic,1735
Enrico,Langton,44750,Jeffrey Thompson,enrico.langton@bilearner.com,Involuntary,Law difference five away.,Technician,1736
Phil,Close,45112,Tami Fuentes,phil.close@bilearner.com,Involuntary,Rich together bad his agent blue.,Coordinator,1738
Hang T,Wolk,45047,Michael Farmer,hang t.wolk@bilearner.com,Involuntary,Large relate work treatment Mrs.,Laborer,1739
Lei-Ming,Nguyen,44410,Madeline Baker,lei-ming.nguyen@bilearner.com,Voluntary,This win treat they kid simple.,Laborer,1740
Brad,Pitt,44568,Joshua Gonzalez,brad.pitt@bilearner.com,Voluntary,Them security hit decide.,Vp,1746
Susan,Good,45117,Mary Blackwell,susan.good@bilearner.com,Resignation,Too former relationship risk.,Splicer,1747
Ashley,Rose,44747,Benjamin Hamilton,ashley.rose@bilearner.com,Retirement,Listen cover book.,Laborer,1748
Boston,Avila,44659,Mario Johnson MD,boston.avila@bilearner.com,Resignation,Person identify music conference.,Mechanic,1752
Rodolfo,Michael,43752,Kimberly Williams,rodolfo.michael@bilearner.com,Resignation,Available no skill newspaper herself.,Assistant,1753
Jose,Houston,44857,Patricia Newman,jose.houston@bilearner.com,Retirement,Benefit turn that with well may former if.,Coordinator,1759
Janessa,Mcconnell,43955,Sally Meadows,janessa.mcconnell@bilearner.com,Voluntary,Simply game everyone despite line.,Foreman,1760
Samson,Ellis,44775,Sara Golden,samson.ellis@bilearner.com,Voluntary,Ahead onto current situation speech while.,Technician,1761
Lauren,Kent,45119,Roger Reed,lauren.kent@bilearner.com,Voluntary,Myself produce sit outside after.,Foreman,1762
Kasey,Alexander,44317,Michelle Herrera,kasey.alexander@bilearner.com,Resignation,Reflect important account keep eye accept.,Laborer,1766
Kenneth,Peters,45047,Renee Beasley,kenneth.peters@bilearner.com,Retirement,Maintain material discover discover.,Supervisor,1767
Lucia,Hudson,45048,Scott Graves,lucia.hudson@bilearner.com,Voluntary,Ask station everything race feeling by although.,Lineman,1768
Rashad,Randall,45043,Bryan Harvey,rashad.randall@bilearner.com,Resignation,State voice performance crime.,Technician,1769
Hallie,Thornton,44589,Jamie Holloway,hallie.thornton@bilearner.com,Resignation,Each bring star week kitchen without nature.,Laborer,1772
Tiana,Bishop,44993,Mitchell Woods,tiana.bishop@bilearner.com,Retirement,Though resource simple health bring.,Administrative,1773
Regina,Garcia,44963,Aaron Cochran,regina.garcia@bilearner.com,Involuntary,Wear television particular.,Technician,1774
Julie,Cochran,43811,Scott Smith,julie.cochran@bilearner.com,Involuntary,Sing participant involve themselves plan.,Engineer,1775
Yamilet,Pierce,44866,Lucas Rodriguez,yamilet.pierce@bilearner.com,Retirement,Only alone imagine. Loss minute girl.,Engineer,1776
Amare,Hartman,44342,Brian Rogers,amare.hartman@bilearner.com,Involuntary,Professor late television spend foreign.,Splicer,1777
Colton,Booker,44968,Jason Taylor,colton.booker@bilearner.com,Retirement,Half nice continue serious move lay itself.,Engineer,1780
Braxton,House,45109,Kenneth Dean,braxton.house@bilearner.com,Retirement,Material as already course. See our realize.,Groundman,1782
Trystan,Ramos,45140,Mr. John Thomas,trystan.ramos@bilearner.com,Retirement,Need challenge education bank upon reach fall.,Technician,1784
Tara,Hoover,44726,Daniel Banks,tara.hoover@bilearner.com,Resignation,Treatment itself various campaign.,Laborer,1786
Layla,Gutierrez,44058,Edward Peterson,layla.gutierrez@bilearner.com,Voluntary,Perform question beyond article.,Engineer,1787
Nick,Daniels,45024,Sara Smith,nick.daniels@bilearner.com,Resignation,Marriage almost cold sort public major cut.,Lineman,1790
Marvin,Abbott,45042,Becky Cardenas,marvin.abbott@bilearner.com,Resignation,Year prove but moment house defense.,Clerk,1791
Linda,Barajas,44897,Victor Blair,linda.barajas@bilearner.com,Resignation,Fight cup mean money easy stock stock strategy.,Director,1793
Antonio,Mccoy,43990,Shawn Howard,antonio.mccoy@bilearner.com,Involuntary,Soon voice play will Mr card physical.,Manager,1795
Emmett,Mercado,44908,Pamela Cruz,emmett.mercado@bilearner.com,Involuntary,Eight age article law stop quickly.,Driver,1796
Clara,Wheeler,44874,Jennifer Harrington,clara.wheeler@bilearner.com,Voluntary,Us do by over. Source today then between.,Laborer,1797
Aliyah,Schmitt,45076,Alexandra Clark,aliyah.schmitt@bilearner.com,Involuntary,Better one ball computer.,Technician,1799
Kyan,Morrison,44305,Bethany Wilkerson,kyan.morrison@bilearner.com,Resignation,Own while top huge.,Lineman,1800
Rayan,Stephenson,44949,Brian Archer,rayan.stephenson@bilearner.com,Involuntary,Figure third where boy.,Technician,1801
Stephany,Neal,45140,William Cooper,stephany.neal@bilearner.com,Resignation,While win have company will identify certainly.,Billing,1803
Trevon,Deleon,44622,Rebecca Pearson,trevon.deleon@bilearner.com,Voluntary,Whom book science field follow treatment kind.,Laborer,1804
Phoenix,Pitts,44807,Patricia Perry,phoenix.pitts@bilearner.com,Voluntary,Air for charge until want drug seek.,Laborer,1805
Nathalia,Good,45065,John Jordan,nathalia.good@bilearner.com,Involuntary,Simply national production language.,Supervisor,1809
Julia,Farmer,45095,William Hall III,julia.farmer@bilearner.com,Involuntary,Build very significant imagine cell doctor.,Manager,1812
Zoey,Page,44660,William Newman,zoey.page@bilearner.com,Resignation,Condition ability least usually.,Lineman,1817
Abbigail,Blanchard,44877,Karen Pugh,abbigail.blanchard@bilearner.com,Voluntary,Term few fear whom without.,Assistant,1823
Abby,Curtis,44630,Lori Mason,abby.curtis@bilearner.com,Voluntary,Small prove sea foot property father.,Vp,1824
Giana,Moore,45060,Stephen Neal,giana.moore@bilearner.com,Voluntary,Plan view month maybe always state.,Laborer,1825
Giada,Santos,44715,Robert Sanchez,giada.santos@bilearner.com,Resignation,Western unit case late investment.,Foreman,1826
Jessie,Church,44818,Glenda Williams,jessie.church@bilearner.com,Involuntary,Good technology same cut arrive anything remain.,Operator,1827
Kaylah,Ramos,44646,Patrick Hall,kaylah.ramos@bilearner.com,Resignation,Break field attorney.,Foreman,1828
Emerson,Gallagher,45092,Daniel Mathis,emerson.gallagher@bilearner.com,Retirement,End lay return last compare.,Technician,1831
Dereon,Huffman,44291,Joseph Diaz,dereon.huffman@bilearner.com,Resignation,Child lose recently.,Coordinator,1834
Colin,Cherry,44761,Danielle Reyes,colin.cherry@bilearner.com,Resignation,Strategy word southern.,Laborer,1835
Aydin,Perry,44804,Joshua Glenn,aydin.perry@bilearner.com,Voluntary,First sing others lot film anyone.,Assistant,1839
Amanda,Lambert,44430,Matthew Ramirez,amanda.lambert@bilearner.com,Voluntary,Force leader remain machine place.,Laborer,1845
Maverick,Lang,44919,Lee Lucas,maverick.lang@bilearner.com,Resignation,Beat scene dream because by who ok.,Project Manager,1847
Breanna,Cardenas,44372,Ashley Orozco,breanna.cardenas@bilearner.com,Voluntary,Food few generation seek outside.,Lineman,1850
